point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
0,1306,5,5,17729,4,8,240,2,1,3,4,1,2,128,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.922,15.778,3,94,0,0,0,2,0,0,0,22,19,2,1,0.79154922,4.279273378,-3.487724158
1,1306,5,5,17776,4,8,241,2,1,3,4,1,2,128,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.014,8.027,2,90,2,0,0,3,0,0,0,22,19,2,1,0.927935971,4.272382385,-3.344446414
1,1306,5,5,17827,4,8,242,2,1,3,4,1,2,128,114,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.836,41.964,10,97,1,0,0,3,0,1,0,22,19,2,1,1.080229056,4.256550246,-3.17632119
0,1306,5,5,17872,4,8,243,2,1,3,4,1,1,129,114,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.551,10.297,3,113,4,1,0,3,0,2,0,23,19,2,1,1.246089873,4.232575455,-2.986485583
1,1306,5,5,17925,4,9,244,2,1,4,4,2,1,129,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.099,4.459,1,97,3,1,1,0,0,0,0,23,19,2,1,1.422913987,4.201484114,-2.778570127
1,1306,5,5,17945,4,9,245,2,1,4,4,2,1,129,116,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.468,5.707,1,119,3,1,1,0,0,1,0,23,19,2,1,1.607885799,4.164505225,-2.556619426
1,1306,5,5,17963,4,9,246,2,1,4,4,2,1,129,117,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.016,15.689,5,127,4,0,0,0,0,2,0,23,19,2,1,1.798039296,4.123038503,-2.324999207
1,1306,5,5,17988,4,9,247,2,1,4,4,2,2,129,118,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.79,20.976,5,111,0,0,0,0,0,3,0,23,20,2,1,1.990327623,4.078614943,-2.088287321
1,1306,5,5,18092,4,10,248,2,1,4,5,1,2,129,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.011,13.406,2,104,0,0,1,0,0,0,0,23,20,2,1,2.181697402,4.0328522,-1.851154798
0,1306,5,5,18121,4,10,249,2,1,4,5,1,2,130,119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.817,3.99,1,99,0,0,1,0,0,1,0,23,20,2,1,2.369165161,3.987404158,-1.618238997
0,1306,5,5,18153,4,10,250,2,1,4,5,1,1,131,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.114,3.341,1,117,1,0,0,1,0,1,0,23,20,2,1,2.549897323,3.943908209,-1.394010887
0,1306,5,5,18172,4,10,251,2,1,4,5,1,2,132,119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.923,17.451,5,96,1,0,1,2,0,1,0,23,20,2,1,2.721286885,3.903929328,-1.182642443
1,1306,5,5,18212,4,10,252,2,1,4,5,1,2,132,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.282,9.985,4,97,1,0,1,3,0,1,0,23,20,2,1,2.881026845,3.868905933,-0.987879088
1,1306,5,5,18247,4,10,253,2,1,4,5,1,1,132,121,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.256,21.427,6,127,0,0,1,3,0,2,0,23,20,2,1,3.027177606,3.840096385,-0.812918779
0,1306,5,5,18279,4,10,254,2,1,4,5,1,1,133,121,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764,1.388,1,105,3,1,2,3,0,3,0,23,20,2,1,3.158226062,3.8185301,-0.660304038
1,1306,5,5,18300,4,10,255,2,1,4,5,1,1,133,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.651,6.177,2,119,0,0,1,4,0,3,0,23,20,2,1,3.273130036,3.804965161,-0.531835125
0,1306,5,5,18319,4,10,256,2,1,4,5,1,1,134,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0.959,1,129,4,1,2,3,0,3,0,23,20,2,1,3.371350707,3.799853786,-0.428503079
0,1306,5,5,18341,4,10,257,2,1,4,5,1,2,135,122,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.323,7.859,1,99,0,0,1,4,0,3,0,24,20,2,1,3.452872262,3.803317851,-0.35044559
1,1306,5,5,18391,4,11,258,2,1,5,5,2,1,135,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.554,18.161,3,122,0,0,1,0,0,0,0,24,20,2,1,3.518196579,3.815135714,-0.296939135
1,1306,5,5,18417,4,11,259,2,1,5,5,2,1,135,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.864,4.379,1,107,4,0,0,0,0,1,0,24,20,2,1,3.568326008,3.834743042,-0.266417035
1,1306,5,5,18435,4,11,260,2,1,5,5,2,1,135,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.404,4.733,1,105,3,1,0,0,0,2,0,24,20,2,1,3.604726123,3.861245815,-0.256519692
1,1306,5,5,18451,4,11,261,2,1,5,5,2,2,135,126,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.647,6.276,1,93,1,0,0,0,0,3,0,24,21,2,1,3.629266118,3.893448502,-0.264182384
1,1306,5,5,19806,4,12,262,2,1,5,6,1,1,135,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.686,65.657,18,109,3,1,0,0,0,0,0,24,21,2,1,3.644146889,3.929896322,-0.285749433
0,1306,5,5,19867,4,12,263,2,1,5,6,1,1,136,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.823,13.814,3,122,1,1,1,0,0,1,0,24,21,2,1,3.651810741,3.968929151,-0.31711841
1,1306,5,5,19894,4,12,264,2,1,5,6,1,2,136,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,36.596,61.544,8,101,1,0,1,1,0,1,0,24,21,2,1,3.654840365,4.008748895,-0.35390853
0,1306,5,5,19939,4,12,265,2,1,5,6,1,2,137,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.719,12.56,3,110,0,0,1,1,0,2,0,24,21,2,1,3.65584365,4.047494867,-0.391651217
0,1306,5,5,19974,4,12,266,2,1,5,6,1,1,138,128,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956,1.322,1,110,3,1,2,2,0,2,0,24,21,2,1,3.657342436,4.083326526,-0.42598409
0,1306,5,5,19995,4,12,267,2,1,5,6,1,1,139,128,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.825,11.603,3,115,3,1,0,3,0,2,0,25,21,2,1,3.661651714,4.114509992,-0.452858278
1,1306,5,5,20030,4,13,268,2,1,6,6,2,2,139,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.737,11.197,5,92,1,0,0,0,0,0,0,25,21,2,1,3.670772173,4.139503449,-0.468731276
0,1306,5,5,20067,4,13,269,2,1,6,6,1,1,140,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0.687,1,112,3,1,2,0,0,0,1,25,21,2,1,3.686281637,4.15704002,-0.470758382
1,1306,5,5,20087,4,13,270,2,1,6,6,1,2,140,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.353,41.225,10,104,2,0,0,0,1,0,1,25,21,2,1,3.709258939,4.166198368,-0.456939429
1,1306,5,5,20136,4,13,271,2,1,6,6,2,1,140,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.286,5.368,1,112,4,0,0,0,1,0,2,25,21,2,1,3.740212133,4.166465341,-0.426253208
1,1306,5,5,20154,4,13,272,2,1,6,6,2,1,140,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.406,4.447,1,125,4,0,1,0,1,0,3,25,21,2,1,3.779044135,4.157777219,-0.378733084
0,1306,5,5,20180,4,13,273,2,1,6,6,1,1,141,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.443,6.186,1,122,3,1,0,0,1,0,4,25,21,2,1,3.825043348,4.140542803,-0.315499455
1,1306,5,5,20240,4,13,274,2,1,6,6,1,1,141,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.46,9.242,2,120,4,0,0,0,2,0,4,25,21,2,1,3.876906843,4.115642856,-0.238736013
1,1306,5,5,20276,4,13,275,2,1,6,6,2,2,141,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.109,9.06,1,109,4,1,1,0,2,0,5,25,21,2,1,3.932796179,4.084402933,-0.151606754
0,1306,5,5,20326,4,13,276,2,1,6,6,2,2,142,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.551,22.093,4,92,1,1,0,0,2,0,6,25,21,2,1,3.99043121,4.048541735,-0.058110525
0,1306,5,5,20365,4,13,277,2,1,6,6,1,2,143,134,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.771,2.601,1,109,3,0,0,0,3,0,6,25,21,2,1,4.047209412,4.010092616,0.037116797
0,1306,5,5,20395,4,13,278,2,1,6,6,1,2,144,134,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.712,48.442,5,110,2,0,2,0,4,0,6,25,21,2,1,4.100351538,3.971301367,0.129050171
0,1306,5,5,20450,4,13,279,2,1,6,6,2,1,145,134,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.769,46.21,10,112,4,0,1,0,5,0,6,25,21,2,1,4.14707795,3.934506746,0.212571204
1,1306,5,5,20518,4,13,280,2,1,6,6,2,1,145,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.976,12.811,3,97,3,1,0,0,6,0,6,25,21,2,1,4.184781449,3.902003221,0.282778228
0,1306,5,5,20547,4,13,281,2,1,6,6,1,2,146,135,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.879,6.657,3,110,0,0,0,0,6,0,7,25,21,2,1,4.211216207,3.87589817,0.335318038
0,1306,5,5,20582,4,13,282,2,1,6,6,1,1,147,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.519,4.68,1,130,4,0,1,0,7,0,7,25,21,2,1,4.224673323,3.857968047,0.366705276
1,1306,5,5,20610,4,13,283,2,1,6,6,2,1,147,136,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.929,39.54,11,117,4,1,0,0,8,0,7,25,21,2,1,4.224132159,3.849526744,0.374605415
1,1306,5,5,20679,4,13,284,2,1,6,6,2,1,147,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.126,9.928,1,128,0,0,2,0,8,0,8,25,21,2,1,4.209389484,3.851310522,0.358078962
0,1306,5,5,20708,4,13,285,2,1,6,6,1,1,148,137,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,14.672,13.426,3,124,0,0,0,0,8,0,9,25,21,2,1,4.181129202,3.863391967,0.317737235
1,1306,5,5,20759,4,13,286,2,1,6,6,1,1,148,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.546,25.418,6,130,4,1,1,0,9,0,9,25,21,2,1,4.14095384,3.88513293,0.25582091
1,1306,5,5,20801,4,13,287,2,1,6,6,2,1,148,139,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.092,23.376,5,111,4,0,1,0,9,0,10,25,22,2,2,4.091344138,3.915182668,0.17616147
0,1306,5,5,21111,5,1,288,2,2,0,0,1,1,149,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,9.094,1,112,3,1,0,0,0,0,0,25,22,2,2,4.035550606,3.951526062,0.084024543
0,1306,5,5,21132,5,1,289,2,2,0,0,1,1,150,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.421,4.033,1,114,3,1,1,1,0,0,0,25,22,2,2,3.977424329,3.991582737,-0.014158407
0,1306,5,5,21149,5,1,290,2,2,0,0,1,1,151,139,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0.91,1,122,4,1,2,2,0,0,0,25,22,2,2,3.921184947,4.032366216,-0.111181269
1,1306,5,5,21165,5,1,291,2,2,0,0,1,1,151,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.881,9.024,2,115,3,1,0,3,0,0,0,25,22,2,2,3.871124568,4.070679364,-0.199554796
0,1306,5,5,21184,5,1,292,2,2,0,0,1,1,152,140,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0.887,1,130,4,1,2,3,0,1,0,26,22,2,2,3.831293252,4.103354379,-0.272061126
1,1306,5,5,21233,5,2,293,2,2,1,0,2,1,152,141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.534,5.269,1,97,3,0,0,0,0,0,0,26,22,2,2,3.805145933,4.127513955,-0.322368022
0,1306,5,5,21261,5,2,294,2,2,1,0,2,1,153,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.308,3.836,2,112,0,0,1,0,0,1,0,26,22,2,2,3.795220196,4.140837341,-0.345617145
1,1306,5,5,21302,5,2,295,2,2,1,0,2,1,153,142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.598,51.327,13,122,4,0,1,1,0,1,0,26,22,2,2,3.802837885,4.141806305,-0.338968419
0,1306,5,5,21347,5,2,296,2,2,1,0,2,1,154,142,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14.561,17.265,2,119,3,1,0,1,0,2,0,26,22,2,2,3.827880408,4.129911485,-0.302031077
1,1306,5,5,21381,5,2,297,2,2,1,0,2,1,154,143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.874,15.341,3,98,3,1,0,2,0,2,0,26,22,2,2,3.868669682,4.105796861,-0.237127179
1,1306,5,5,21405,5,2,298,2,2,1,0,2,1,154,144,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.759,16.176,1,100,4,0,0,2,0,3,0,26,23,2,2,3.92196629,4.071299462,-0.149333173
1,1306,5,5,21445,5,3,299,2,2,1,1,1,1,154,145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.962,27.875,4,109,3,0,0,0,0,0,0,26,23,2,2,3.983130201,4.029402095,-0.046271894
0,1306,5,5,21471,5,3,300,2,2,1,1,1,2,155,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.177,3.648,1,104,0,0,1,0,0,1,0,26,23,2,2,4.046421933,3.984039942,0.062381991
0,1306,5,5,21531,5,3,301,2,2,1,1,1,1,156,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.385,19.46,3,128,1,0,0,1,0,1,0,26,23,2,2,4.105464899,3.939807886,0.165657012
1,1306,5,5,21556,5,3,302,2,2,1,1,1,1,156,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.607,8.466,2,110,2,1,0,2,0,1,0,26,23,2,2,4.153845916,3.901536127,0.252309788
0,1306,5,5,21580,5,3,303,2,2,1,1,1,2,157,146,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.181,17.107,3,112,3,1,0,2,0,2,0,26,23,2,2,4.185796328,3.873787217,0.312009111
0,1306,5,5,21627,5,3,304,2,2,1,1,1,1,158,146,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.489,25.953,5,105,3,1,0,3,0,2,0,27,23,2,2,4.196917322,3.860302231,0.336615091
1,1306,5,5,21731,5,4,305,2,2,2,1,2,2,158,147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.929,4.717,1,85,1,0,1,0,0,0,0,27,23,2,2,4.184862533,3.863451794,0.32141074
1,1306,5,5,21761,5,4,306,2,2,2,1,2,1,158,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.358,11.998,3,107,1,0,0,0,0,1,0,27,23,2,2,4.149871445,3.883773334,0.266098111
1,1306,5,5,21781,5,4,307,2,2,2,1,2,1,158,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076,3.668,1,115,0,0,1,0,0,2,0,27,23,2,2,4.095112801,3.919644913,0.175467888
0,1306,5,5,21798,5,4,308,2,2,2,1,2,1,159,149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,12.16,4,123,2,1,1,0,0,3,0,27,23,2,2,4.026649852,3.967196504,0.059453348
1,1306,5,5,21827,5,4,309,2,2,2,1,2,1,159,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.726,9.441,1,122,4,0,0,1,0,3,0,27,24,2,2,3.953072748,4.020514855,-0.067442107
0,1306,5,5,21860,5,5,310,2,2,2,2,1,1,160,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.887,7.029,1,123,4,0,1,0,0,0,0,27,24,2,2,3.884643321,4.072175742,-0.187532421
0,1306,5,5,21876,5,5,311,2,2,2,2,1,2,161,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.656,2.108,1,89,3,0,1,1,0,0,0,27,24,2,2,3.83204308,4.114134214,-0.282091135
0,1306,5,5,21905,5,5,312,2,2,2,2,1,1,162,150,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847,0.711,1,125,4,0,2,2,0,0,0,27,24,2,2,3.804781663,4.138884431,-0.334102768
0,1306,5,5,21923,5,5,313,2,2,2,2,1,1,163,150,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.234,3.479,1,113,3,0,0,3,0,0,0,28,24,2,2,3.809407978,4.140827813,-0.331419835
0,1306,5,5,22018,5,6,314,2,2,3,2,2,2,164,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.336,26.329,8,93,3,1,1,0,0,0,0,28,24,2,2,3.847820914,4.117612022,-0.269791108
0,1306,5,5,22066,5,6,315,2,2,3,2,2,1,165,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.719,14.882,4,106,4,0,1,1,0,0,0,28,24,2,2,3.915984139,4.071254501,-0.155270362
1,1306,5,5,22097,5,6,316,2,2,3,2,2,1,165,151,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.878,8.24,3,96,3,1,0,2,0,0,0,28,24,2,2,4.003408672,4.008668961,-0.005260289
1,1306,5,5,22122,5,6,317,2,2,3,2,2,2,165,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.273,19.556,3,84,1,0,0,2,0,1,0,28,24,2,2,4.093850545,3.941383276,0.152467269
0,1306,5,5,22162,5,6,318,2,2,3,2,2,1,166,152,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.149,13.106,4,132,4,0,1,2,0,2,0,28,24,2,2,4.167496567,3.88407833,0.283418236
1,1306,5,5,22204,5,6,319,2,2,3,2,2,2,166,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36.541,33.592,9,85,1,0,1,3,0,2,0,28,24,2,2,4.204664414,3.851905432,0.352758982
0,1306,5,5,22256,5,6,320,2,2,3,2,2,1,167,153,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.002,8.779,2,104,3,0,0,3,0,3,0,28,24,2,2,4.190881403,3.856712946,0.334168457
0,1306,5,5,22286,5,6,321,2,2,3,2,2,2,168,153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,13.284,14.278,4,84,4,0,1,4,0,3,0,29,24,2,2,4.122548706,3.902650588,0.219898118
0,1306,5,5,22337,5,7,322,2,2,4,2,1,1,169,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.909,4.271,1,111,3,1,0,0,0,0,0,29,24,2,2,4.011704606,3.982264934,0.029439672
0,1306,5,5,22355,5,7,323,2,2,4,2,1,2,170,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.489,51.757,15,95,0,0,1,1,0,0,0,29,24,2,2,3.887973918,4.074566637,-0.186592719
0,1306,5,5,22417,5,7,324,2,2,4,2,1,1,171,153,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309,1.389,1,109,3,1,2,2,0,0,0,29,24,2,2,3.79501669,4.147179597,-0.352162907
1,1306,5,5,22436,5,7,325,2,2,4,2,1,2,171,154,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.415,2.397,0,0,1,1,2,3,0,0,0,29,24,2,2,3.779022866,4.164586051,-0.385563184
0,1306,5,5,22479,5,7,326,2,2,4,2,1,2,172,154,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.936,64.435,7,97,1,0,0,3,0,1,0,30,24,2,2,3.868013182,4.103535507,-0.235522325
0,1306,5,5,22604,5,8,327,2,2,5,2,2,1,173,154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.777,5.373,2,100,3,1,1,0,0,0,0,30,24,2,2,4.044679255,3.974129389,0.070549865
1,1306,5,5,22630,5,8,328,2,2,5,2,2,1,173,155,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,7.789,3,111,4,0,0,1,0,0,0,30,24,2,2,4.222782911,3.838871211,0.3839117
0,1306,5,5,22651,5,8,329,2,2,5,2,2,2,174,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.444,7.236,2,93,0,0,0,1,0,1,0,30,24,2,2,4.252566212,3.810621109,0.441945103
0,1306,5,5,22689,5,8,330,2,2,5,2,2,1,175,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.291,13.346,2,116,4,0,0,2,0,1,0,30,24,2,2,4.005512966,3.990498471,0.015014496
1,1306,5,5,22748,5,8,331,2,2,5,2,2,2,175,156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4.862,5.145,1,92,0,0,1,3,0,1,0,30,24,2,2,3.631652438,4.27279369,-0.641141252
0,1306,5,5,22785,5,8,332,2,2,5,2,2,1,176,156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29.077,31.122,6,106,4,1,1,3,0,2,0,31,24,3,2,4.149634233,3.890585288,0.259048945
0,1307,6,6,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.544,6.337,1,124,4,1,1,0,0,0,0,0,0,0,0,4.434340015,-0.211128759,4.645468774
1,1307,6,6,15,1,1,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.679,17.202,4,94,2,0,1,1,0,0,0,0,0,0,0,3.699824257,0.168435483,3.531388774
1,1307,6,6,52,1,1,3,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.144,0.899,0,0,3,1,2,1,0,1,0,0,0,0,0,3.569769025,0.21115263,3.358616396
0,1307,6,6,86,1,1,4,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18.514,17.567,3,99,2,0,0,1,0,2,0,0,0,0,0,3.725788379,0.110352991,3.615435388
0,1307,6,6,132,1,1,5,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.318,36.482,9,110,3,0,1,2,0,2,0,0,0,0,0,3.968597245,-0.019816746,3.988413992
0,1307,6,6,184,1,1,6,0,0,0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,7.076,1,104,2,0,0,3,0,2,0,1,0,0,0,4.184738321,-0.12017903,4.304917351
1,1307,6,6,245,1,2,7,0,0,1,0,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.122,15.757,3,92,0,0,1,0,0,0,0,1,0,0,0,4.320424758,-0.167968721,4.488393479
1,1307,6,6,285,1,2,8,0,0,1,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.614,5.343,1,110,4,0,1,0,0,1,0,1,0,0,0,4.361326434,-0.162913613,4.524240048
0,1307,6,6,306,1,2,9,0,0,1,0,2,2,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.634,5.487,0,0,1,1,0,0,0,2,0,1,0,0,0,4.317274047,-0.117072891,4.434346938
1,1307,6,6,342,1,2,10,0,0,1,0,2,1,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.629,6.702,1,110,3,1,1,1,0,2,0,1,0,0,0,4.210988537,-0.047680988,4.258669525
1,1307,6,6,364,1,2,11,0,0,1,0,2,2,5,6,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.037,39.002,11,92,4,0,1,1,0,3,0,1,1,0,0,4.07006423,0.02764253,4.0424217
0,1307,6,6,425,1,3,12,0,0,1,1,1,1,6,6,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.901,20.823,3,119,3,1,2,0,0,0,0,1,1,0,0,3.921543196,0.093855753,3.827687443
