index,point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum,p2_momentum,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
689,1.0,1304.0,3.0,3.0,2038.0,1.0,9.0,55.0,0.0,0.0,3.0,5.0,1.0,2.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.559,27.826,8.0,103.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,4,3,3.958121819016853,3.1398918924268266,0.8182299265900261
690,1.0,1304.0,3.0,3.0,2082.0,1.0,9.0,56.0,0.0,0.0,3.0,5.0,1.0,2.0,26.0,30.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.239,4.422,2.0,84.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,1.0,4,3,3.8984880187624746,3.2075595178291447,0.6909285009333299
691,1.0,1304.0,3.0,3.0,2239.0,2.0,1.0,57.0,0.0,1.0,0.0,0.0,2.0,1.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.316,19.159,5.0,112.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,4,3,3.8244392601538006,3.2725870158620087,0.5518522442917919
692,0.0,1304.0,3.0,3.0,2280.0,2.0,1.0,58.0,0.0,1.0,0.0,0.0,2.0,1.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.647,4.929,2.0,119.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,4,3,3.736857548402401,3.333187760808727,0.4036697875936741
693,0.0,1304.0,3.0,3.0,2303.0,2.0,1.0,59.0,0.0,1.0,0.0,0.0,2.0,1.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31,6.669,2.0,125.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,3,3,3.6368457720918204,3.3876158224978012,0.24922994959401912
694,1.0,1304.0,3.0,3.0,2329.0,2.0,1.0,60.0,0.0,1.0,0.0,0.0,2.0,2.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.765,3.757,1.0,114.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,3,3,3.525705646333882,3.434199574594876,0.09150607173900571
695,1.0,1304.0,3.0,3.0,2369.0,2.0,1.0,61.0,0.0,1.0,0.0,0.0,2.0,1.0,28.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.947,28.258,9.0,131.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,6.0,0.0,1.0,3,3,3.404912910048142,3.4713735441384377,-0.06646063409029557
696,1.0,1304.0,3.0,3.0,2430.0,2.0,1.0,62.0,0.0,1.0,0.0,0.0,2.0,1.0,28.0,34.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.328,0.888,1.0,120.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,7.0,0.0,1.0,3,3,3.2760902968217342,3.49770799672734,-0.22161769990560565
697,0.0,1304.0,3.0,3.0,2474.0,2.0,2.0,63.0,0.0,1.0,0.0,1.0,1.0,1.0,29.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.908,23.101,1.0,106.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,3,3,3.140978808839849,3.5119358058104586,-0.3709569969706097
698,0.0,1304.0,3.0,3.0,2495.0,2.0,2.0,64.0,0.0,1.0,0.0,1.0,1.0,2.0,30.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.547,13.954,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,3,3,3.0014078254130094,3.512976213003152,-0.5115683875901427
699,0.0,1304.0,3.0,3.0,2532.0,2.0,2.0,65.0,0.0,1.0,0.0,1.0,1.0,2.0,31.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.143,1.0,104.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,3,3,2.859264571318693,3.4999551481568085,-0.6406905768381157
700,0.0,1304.0,3.0,3.0,2559.0,2.0,2.0,66.0,0.0,1.0,0.0,1.0,1.0,1.0,32.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.825,5.744,1.0,122.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,3,3,2.7164634563151413,3.4722218422583087,-0.7557583859431674
701,0.0,1304.0,3.0,3.0,2615.0,2.0,3.0,67.0,0.0,1.0,1.0,1.0,2.0,2.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,7.997,2.0,112.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,3,3,2.574915777346096,3.4293615319972615,-0.8544457546511657
702,0.0,1304.0,3.0,3.0,2648.0,2.0,3.0,68.0,0.0,1.0,1.0,1.0,2.0,2.0,34.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.721,17.152,4.0,105.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,3,3,2.4365002478409234,3.3712041211447543,-0.9347038733038309
703,0.0,1304.0,3.0,3.0,2698.0,2.0,3.0,69.0,0.0,1.0,1.0,1.0,2.0,2.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.571,1.508,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,3,3,2.303034786929139,3.2978287298063744,-0.9947939428772354
704,1.0,1304.0,3.0,3.0,2724.0,2.0,3.0,70.0,0.0,1.0,1.0,1.0,2.0,1.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.473,6.129,1.0,127.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,3,3,2.1762499647518965,3.209564127471421,-1.0333141627195244
705,0.0,1304.0,3.0,3.0,2772.0,2.0,3.0,71.0,0.0,1.0,1.0,1.0,2.0,1.0,36.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.529,17.844,4.0,116.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,7.0,0.0,1.0,3,3,2.0577644593482054,3.1069851083906004,-1.049220649042395
706,0.0,1304.0,3.0,3.0,2903.0,2.0,4.0,72.0,0.0,1.0,2.0,1.0,1.0,1.0,37.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165,1.575,1.0,104.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,3,0,1.9490628367483553,2.9909049278995594,-1.041842091151204
707,0.0,1304.0,3.0,3.0,2921.0,2.0,4.0,73.0,0.0,1.0,2.0,1.0,1.0,1.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.682,3.603,1.0,120.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,3,4,1.8514759200155086,2.8623639748078795,-1.0108880547923709
708,0.0,1304.0,3.0,3.0,2940.0,2.0,4.0,74.0,0.0,1.0,2.0,1.0,1.0,1.0,39.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504,0.948,1.0,110.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,3,4,1.7661639642946836,2.7226149074884813,-0.9564509431937978
709,1.0,1304.0,3.0,3.0,2972.0,2.0,4.0,75.0,0.0,1.0,2.0,1.0,1.0,1.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.803,4.007,2.0,122.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,1,4,1.694102806564033,2.573104529173971,-0.8790017226099383
710,0.0,1304.0,3.0,3.0,2990.0,2.0,4.0,76.0,0.0,1.0,2.0,1.0,1.0,1.0,40.0,36.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,1.031,1.0,110.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,6.0,7.0,0.0,1.0,1,4,1.636073108782425,2.415452720718847,-0.779379611936422
711,1.0,1304.0,3.0,3.0,3014.0,2.0,5.0,77.0,0.0,1.0,3.0,1.0,2.0,1.0,40.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994,0.837,1.0,121.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,1.0,1,4,1.5926527645995248,2.2514287866207283,-0.6587760220212036
712,0.0,1304.0,3.0,3.0,3026.0,2.0,5.0,78.0,0.0,1.0,3.0,1.0,2.0,2.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.691,1.718,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,1.0,1,4,1.564212490781994,2.08292560108526,-0.5187131103032661
713,1.0,1304.0,3.0,3.0,3054.0,2.0,5.0,79.0,0.0,1.0,3.0,1.0,2.0,1.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.331,25.868,7.0,125.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,7.0,0.0,1.0,1,2,1.5509145789006493,1.9119319670546915,-0.36101738815404216
714,1.0,1304.0,3.0,3.0,3104.0,2.0,5.0,80.0,0.0,1.0,3.0,1.0,2.0,1.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,5.101,1.0,119.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,7.0,0.0,1.0,1,1,1.5527147374612755,1.7405036198107056,-0.18778888234943003
715,1.0,1304.0,3.0,3.0,3121.0,2.0,5.0,81.0,0.0,1.0,3.0,1.0,2.0,1.0,41.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.424,2.256,1.0,110.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,1,2,1.569366912758965,1.5707333195558917,-0.001366406796926789
716,1.0,1304.0,3.0,3.0,3216.0,2.0,6.0,82.0,0.0,1.0,3.0,2.0,1.0,2.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154,5.99,2.0,98.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,1,1,1.600430938081888,1.404720484478673,0.19571045360321504
717,1.0,1304.0,3.0,3.0,3243.0,2.0,6.0,83.0,0.0,1.0,3.0,2.0,1.0,1.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.593,16.381,4.0,100.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,1.0,0,2,1.6452828246009048,1.2445408157071993,0.4007420088937055
718,1.0,1304.0,3.0,3.0,3268.0,2.0,6.0,84.0,0.0,1.0,3.0,2.0,1.0,2.0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.404,14.005,2.0,90.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,1.0,0,1,1.7031274759188215,1.0922163592618608,0.6109111166569607
719,0.0,1304.0,3.0,3.0,3308.0,2.0,6.0,85.0,0.0,1.0,3.0,2.0,1.0,1.0,42.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.89,9.443,3.0,107.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,0,2,1.7730135799388163,0.9496864390755397,0.8233271408632765
720,0.0,1304.0,3.0,3.0,3342.0,2.0,6.0,86.0,0.0,1.0,3.0,2.0,1.0,1.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.492,6.86,1.0,105.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,0,4,1.8538504086281093,0.8187798767742238,1.0350705318538855
721,0.0,1304.0,3.0,3.0,3360.0,2.0,6.0,87.0,0.0,1.0,3.0,2.0,1.0,2.0,44.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.714,11.982,3.0,79.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,0,0,1.944426235085326,0.7011888915600835,1.2432373435252426
722,1.0,1304.0,3.0,3.0,3400.0,2.0,6.0,88.0,0.0,1.0,3.0,2.0,1.0,1.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875,11.046,2.0,98.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,0,0,2.0434280658519084,0.5984450455474919,1.4449830203044165
723,0.0,1304.0,3.0,3.0,3425.0,2.0,6.0,89.0,0.0,1.0,3.0,2.0,1.0,1.0,45.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.151,26.75,5.0,111.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,6.0,8.0,0.0,1.0,4,0,2.149462372333725,0.5118975664459469,1.637564805887778
724,1.0,1304.0,3.0,3.0,3480.0,2.0,6.0,90.0,0.0,1.0,3.0,2.0,1.0,2.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.336,16.788,4.0,85.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,4,0,2.2610765015995495,0.4426943445922671,1.8183821570072825
725,0.0,1304.0,3.0,3.0,3520.0,2.0,6.0,91.0,0.0,1.0,3.0,2.0,1.0,1.0,46.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.922,37.318,7.0,109.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,8.0,0.0,1.0,4,0,2.376780446249987,0.3917658597877174,1.9850145864622695
726,0.0,1304.0,3.0,3.0,3562.0,2.0,6.0,92.0,0.0,1.0,3.0,2.0,1.0,1.0,47.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.435,3.68,1.0,108.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,4,0,2.4950686530354886,0.3598122511911179,2.1352564018443707
727,1.0,1304.0,3.0,3.0,3587.0,2.0,6.0,93.0,0.0,1.0,3.0,2.0,1.0,1.0,47.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.492,31.352,10.0,109.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,4,0,2.614441561187106,0.34729369677860467,2.2671478644085012
728,1.0,1304.0,3.0,3.0,3635.0,2.0,6.0,94.0,0.0,1.0,3.0,2.0,1.0,1.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.349,19.71,4.0,104.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,4,0,2.7334265683924794,0.35442422306078214,2.3790023453316973
729,0.0,1304.0,3.0,3.0,3663.0,2.0,6.0,95.0,0.0,1.0,3.0,2.0,1.0,1.0,48.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.893,28.849,5.0,114.0,4.0,1.0,2.0,3.0,0.0,4.0,0.0,6.0,8.0,0.0,1.0,4,0,2.850598142429427,0.381169016339967,2.46942912608946
730,1.0,1304.0,3.0,3.0,3701.0,2.0,6.0,96.0,0.0,1.0,3.0,2.0,1.0,1.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.942,4.87,2.0,103.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,4,0,2.964596809036455,0.4272452572434582,2.5373515517929968
731,1.0,1304.0,3.0,3.0,3729.0,2.0,6.0,97.0,0.0,1.0,3.0,2.0,1.0,2.0,48.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.327,7.389,2.0,87.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,9.0,0.0,1.0,4,0,3.0741467748437326,0.4921264519992965,2.582020322844436
732,1.0,1304.0,3.0,3.0,3781.0,2.0,7.0,98.0,0.0,1.0,3.0,3.0,2.0,1.0,48.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.977,1.0,112.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,1.0,4,0,3.1780719609256547,0.575050185617652,2.6030217753080027
733,1.0,1304.0,3.0,3.0,3799.0,2.0,7.0,99.0,0.0,1.0,3.0,3.0,2.0,1.0,48.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.809,4.13,1.0,110.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,9.0,0.0,1.0,4,0,3.275310259270932,0.6750291737016831,2.600281085569249
734,0.0,1304.0,3.0,3.0,3815.0,2.0,7.0,100.0,0.0,1.0,3.0,3.0,2.0,1.0,49.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.308,11.583,4.0,128.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,9.0,0.0,1.0,4,0,3.3649258409362863,0.790865447013184,2.5740603939231024
735,0.0,1304.0,3.0,3.0,3846.0,2.0,7.0,101.0,0.0,1.0,3.0,3.0,2.0,2.0,50.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336,9.368,4.0,120.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,9.0,0.0,1.0,4,0,3.4461193892481874,0.9211674557531593,2.524951933495028
736,0.0,1304.0,3.0,3.0,3887.0,2.0,7.0,102.0,0.0,1.0,3.0,3.0,2.0,2.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.717,5.188,0.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,9.0,0.0,1.0,4,0,3.518236148711847,1.0643698478729002,2.453866300838947
737,0.0,1304.0,3.0,3.0,3919.0,2.0,7.0,103.0,0.0,1.0,3.0,3.0,2.0,2.0,52.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.962,28.745,8.0,106.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,7.0,9.0,0.0,1.0,4,0,3.580771726718191,1.2187556305960494,2.3620160961221415
738,0.0,1304.0,3.0,3.0,4048.0,2.0,8.0,104.0,0.0,1.0,4.0,3.0,1.0,2.0,53.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.122,4.432,1.0,94.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,3,0,3.633375602869579,1.3824803988901582,2.2508952039794208
739,0.0,1304.0,3.0,3.0,4076.0,2.0,8.0,105.0,0.0,1.0,4.0,3.0,1.0,1.0,54.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,6.58,1.0,110.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,3,0,3.675852352529691,1.5535982863548603,2.122254066174831
740,0.0,1304.0,3.0,3.0,4093.0,2.0,8.0,106.0,0.0,1.0,4.0,3.0,1.0,1.0,55.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118,1.243,1.0,128.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,3,0,3.7081605995046334,1.730089263047701,1.9780713364569324
741,0.0,1304.0,3.0,3.0,4112.0,2.0,8.0,107.0,0.0,1.0,4.0,3.0,1.0,2.0,56.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.071,5.464,1.0,94.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,3,0,3.7304097662738465,1.9098873991923404,1.820522367081506
742,1.0,1304.0,3.0,3.0,4162.0,2.0,9.0,108.0,0.0,1.0,5.0,3.0,2.0,1.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154,6.467,1.0,115.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,3,4,3.7428547084238093,2.0909096865398427,1.6519450218839666
743,1.0,1304.0,3.0,3.0,4184.0,2.0,9.0,109.0,0.0,1.0,5.0,3.0,2.0,2.0,56.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,3.151,1.0,104.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,0.0,1.0,3,4,3.7458883450652034,2.271085016251816,1.4748033288133873
744,1.0,1304.0,3.0,3.0,4208.0,2.0,9.0,110.0,0.0,1.0,5.0,3.0,2.0,1.0,56.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.193,16.467,5.0,125.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,9.0,0.0,1.0,3,4,3.7400324370074802,2.4483828944744164,1.2916495425330639
