point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum,p2_momentum,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
1.0,1301.0,0.0,0.0,6865.0,2.0,13.0,149.0,1.0,0.0,6.0,6.0,2.0,1.0,76.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.121,8.641,1.0,127.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,12.0,9.0,1.0,0.0,2.0,1.0,4.366657862591625,2.86791503361209,1.4987428289795348
1.0,1301.0,0.0,0.0,6897.0,2.0,13.0,150.0,1.0,0.0,6.0,6.0,2.0,2.0,76.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.105,12.593,3.0,104.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,12.0,9.0,1.0,0.0,2.0,1.0,4.3541132452686675,2.845524675566561,1.5085885697021064
0.0,1301.0,0.0,0.0,6953.0,2.0,13.0,151.0,1.0,0.0,6.0,6.0,1.0,1.0,77.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.083,27.636,5.0,130.0,1.0,1.0,0.0,0.0,4.0,0.0,5.0,12.0,9.0,1.0,0.0,2.0,1.0,4.330294844608485,2.8279824714342943,1.5023123731741905
0.0,1301.0,0.0,0.0,6992.0,2.0,13.0,152.0,1.0,0.0,6.0,6.0,1.0,1.0,78.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.877,7.639,3.0,129.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,12.0,9.0,1.0,0.0,2.0,1.0,4.294994182370334,2.816322081009438,1.478672101360896
1.0,1301.0,0.0,0.0,7031.0,2.0,13.0,153.0,1.0,0.0,6.0,6.0,2.0,1.0,78.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.076,14.846,3.0,129.0,3.0,1.0,2.0,0.0,6.0,0.0,5.0,12.0,9.0,1.0,0.0,2.0,1.0,4.248190223806103,2.8114875048414474,1.4367027189646553
1.0,1301.0,0.0,0.0,7105.0,2.0,13.0,154.0,1.0,0.0,6.0,6.0,2.0,1.0,78.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.514,4.409,1.0,128.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,12.0,9.0,1.0,0.0,2.0,1.0,4.190065659470119,2.8143040720442842,1.3757615874258349
1.0,1301.0,0.0,0.0,7144.0,2.0,13.0,155.0,1.0,0.0,6.0,6.0,1.0,1.0,78.0,77.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.777,19.769,4.0,122.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,12.0,10.0,1.0,1.0,2.0,1.0,4.121019947072357,2.8254505736063216,1.2955693734660354
0.0,1301.0,0.0,0.0,7445.0,3.0,1.0,156.0,1.0,1.0,0.0,0.0,1.0,2.0,79.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.561,47.51,7.0,96.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,10.0,1.0,1.0,2.0,1.0,4.04167734759462,2.845434935698605,1.1962424118960149
1.0,1301.0,0.0,0.0,7490.0,3.0,1.0,157.0,1.0,1.0,0.0,0.0,1.0,2.0,79.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.347,25.367,4.0,96.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,10.0,1.0,1.0,2.0,1.0,3.952890340991012,2.8745725674348783,1.0783177735561336
0.0,1301.0,0.0,0.0,7538.0,3.0,1.0,158.0,1.0,1.0,0.0,0.0,1.0,2.0,80.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.959,3.97,1.0,126.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,10.0,1.0,1.0,2.0,1.0,3.8557366991598854,2.9129698675537634,0.942766831606122
1.0,1301.0,0.0,0.0,7580.0,3.0,1.0,159.0,1.0,1.0,0.0,0.0,1.0,2.0,80.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,6.694,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,12.0,10.0,1.0,1.0,2.0,1.0,3.751511683786331,2.9605117335015922,0.7909999502847387
0.0,1301.0,0.0,0.0,7622.0,3.0,1.0,160.0,1.0,1.0,0.0,0.0,1.0,1.0,81.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.131,5.861,1.0,113.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,12.0,10.0,1.0,1.0,2.0,1.0,3.641713273305082,3.0168551673541586,0.6248581059509233
0.0,1301.0,0.0,0.0,7647.0,3.0,1.0,161.0,1.0,1.0,0.0,0.0,1.0,1.0,82.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.968,15.75,1.0,113.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,13.0,10.0,1.0,1.0,2.0,1.0,3.5280216333300016,3.081428496428712,0.44659313690128943
0.0,1301.0,0.0,0.0,7721.0,3.0,2.0,162.0,1.0,1.0,1.0,0.0,2.0,1.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.675,33.494,8.0,126.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,1.0,1.0,2.0,1.0,3.4122731815483935,3.153436631420557,0.2588365501278367
1.0,1301.0,0.0,0.0,7768.0,3.0,2.0,163.0,1.0,1.0,1.0,0.0,2.0,1.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.172,6.57,1.0,130.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,10.0,1.0,1.0,2.0,1.0,3.2964280063855482,3.231873151042012,0.06455485534353622
1.0,1301.0,0.0,0.0,7800.0,3.0,2.0,164.0,1.0,1.0,1.0,0.0,2.0,2.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.816,20.502,3.0,109.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,10.0,1.0,1.0,2.0,1.0,3.182532783046846,3.3155379579216406,-0.13300517487479446
0.0,1301.0,0.0,0.0,7855.0,3.0,2.0,165.0,1.0,1.0,1.0,0.0,2.0,1.0,84.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,6.624,2.0,128.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,13.0,10.0,1.0,1.0,2.0,1.0,3.07268002561038,3.4030618548396667,-0.3303818292292866
0.0,1301.0,0.0,0.0,7895.0,3.0,2.0,166.0,1.0,1.0,1.0,0.0,2.0,1.0,85.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.922,14.558,4.0,130.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,13.0,10.0,1.0,1.0,2.0,1.0,2.968961455268304,3.492936116578785,-0.523974661310481
1.0,1301.0,0.0,0.0,7935.0,3.0,2.0,167.0,1.0,1.0,1.0,0.0,2.0,1.0,85.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.452,10.886,3.0,127.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,13.0,10.0,1.0,1.0,2.0,2.0,2.873422186985439,3.5835474657525355,-0.7101252787670966
0.0,1301.0,0.0,0.0,7973.0,3.0,2.0,168.0,1.0,1.0,1.0,0.0,2.0,2.0,86.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.123,6.082,2.0,114.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,13.0,10.0,1.0,1.0,2.0,2.0,2.7880098016996335,3.673217784481552,-0.8852079827819184
1.0,1301.0,0.0,0.0,8018.0,3.0,2.0,169.0,1.0,1.0,1.0,0.0,2.0,1.0,86.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.335,7.822,1.0,130.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,13.0,10.0,1.0,1.0,2.0,2.0,2.7145272398900113,3.760246887196872,-1.0457196473068606
1.0,1301.0,0.0,0.0,8048.0,3.0,2.0,170.0,1.0,1.0,1.0,0.0,2.0,1.0,86.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,7.241,3.0,118.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,13.0,10.0,1.0,1.0,1.0,2.0,2.654582724247231,3.842958170392354,-1.1883754461451228
0.0,1301.0,0.0,0.0,8093.0,3.0,2.0,171.0,1.0,1.0,1.0,0.0,2.0,2.0,87.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.861,6.606,0.0,0.0,1.0,1.0,2.0,3.0,0.0,4.0,0.0,13.0,10.0,1.0,1.0,1.0,2.0,2.6095456295386197,3.9197450891916334,-1.3101994596530138
1.0,1301.0,0.0,0.0,8148.0,3.0,2.0,172.0,1.0,1.0,1.0,0.0,2.0,1.0,87.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.797,3.806,1.0,129.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,13.0,10.0,1.0,1.0,1.0,2.0,2.5805052062275378,3.9891184025084128,-1.408613196280875
1.0,1301.0,0.0,0.0,8175.0,3.0,2.0,173.0,1.0,1.0,1.0,0.0,2.0,1.0,87.0,86.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.698,14.275,5.0,128.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,13.0,11.0,1.0,1.0,1.0,2.0,2.5682331357038333,4.049751291728067,-1.4815181560242339
0.0,1301.0,0.0,0.0,8218.0,3.0,3.0,174.0,1.0,1.0,1.0,1.0,1.0,2.0,88.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.725,30.75,7.0,92.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,1.0,1.0,1.0,2.0,2.573156543495853,4.100522227329748,-1.5273656838338945
0.0,1301.0,0.0,0.0,8266.0,3.0,3.0,175.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,19.121,3.0,114.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,11.0,1.0,1.0,1.0,2.0,2.595333831054096,4.140553608112349,-1.5452197770582528
1.0,1301.0,0.0,0.0,8296.0,3.0,3.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,87.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.877,32.934,6.0,127.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,13.0,11.0,1.0,1.0,1.0,2.0,2.634444566210662,4.1692451482680255,-1.5348005820573634
1.0,1301.0,0.0,0.0,8333.0,3.0,3.0,177.0,1.0,1.0,1.0,1.0,1.0,2.0,89.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.725,14.741,4.0,95.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,13.0,11.0,1.0,1.0,1.0,2.0,2.689784320519979,4.186299865251394,-1.4965155447314151
0.0,1301.0,0.0,0.0,8379.0,3.0,3.0,178.0,1.0,1.0,1.0,1.0,1.0,2.0,90.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.081,11.092,3.0,104.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,13.0,11.0,1.0,1.0,2.0,2.0,2.7602730809899247,4.191743392022377,-1.4314703110324523
0.0,1301.0,0.0,0.0,8427.0,3.0,3.0,179.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,88.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.905,24.521,1.0,122.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,14.0,11.0,1.0,1.0,2.0,2.0,2.8444732238323964,4.185932739418351,-1.3414595155859543
0.0,1301.0,0.0,0.0,8566.0,3.0,4.0,180.0,1.0,1.0,2.0,1.0,2.0,2.0,92.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.981,13.467,2.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,1.0,1.0,2.0,2.0,2.9406190308375724,4.169557093162295,-1.2289380623247226
0.0,1301.0,0.0,0.0,8616.0,3.0,4.0,181.0,1.0,1.0,2.0,1.0,2.0,1.0,93.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.698,24.671,6.0,129.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,11.0,1.0,1.0,2.0,2.0,3.046652846538261,4.143627273697845,-1.096974427159584
1.0,1301.0,0.0,0.0,8661.0,3.0,4.0,182.0,1.0,1.0,2.0,1.0,2.0,2.0,93.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.258,11.909,3.0,106.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,14.0,11.0,1.0,1.0,2.0,2.0,3.1602758499135355,4.109455081321333,-0.9491792314077978
0.0,1301.0,0.0,0.0,8730.0,3.0,4.0,183.0,1.0,1.0,2.0,1.0,2.0,1.0,94.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.132,7.399,2.0,127.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,14.0,11.0,1.0,1.0,2.0,2.0,3.2790039911597137,4.068622814402342,-0.7896188232426287
0.0,1301.0,0.0,0.0,8759.0,3.0,4.0,184.0,1.0,1.0,2.0,1.0,2.0,1.0,95.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.215,21.594,6.0,133.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,15.0,11.0,1.0,1.0,2.0,2.0,3.400232765706401,4.022941414206721,-0.6227086485003199
0.0,1301.0,0.0,0.0,8805.0,3.0,5.0,185.0,1.0,1.0,3.0,1.0,1.0,1.0,96.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.853,1.0,130.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,11.0,1.0,1.0,2.0,2.0,3.5213067886572604,3.97440117195059,-0.45309438329332963
0.0,1301.0,0.0,0.0,8829.0,3.0,5.0,186.0,1.0,1.0,3.0,1.0,1.0,1.0,97.0,89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,3.696,1.0,127.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,11.0,1.0,1.0,2.0,2.0,3.6395960255167297,3.925112084742942,-0.28551605922621226
0.0,1301.0,0.0,0.0,8855.0,3.0,5.0,187.0,1.0,1.0,3.0,1.0,1.0,2.0,98.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.138,27.732,9.0,103.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,11.0,1.0,1.0,2.0,2.0,3.752566956918285,3.8772397543828436,-0.12467279746455873
1.0,1301.0,0.0,0.0,8901.0,3.0,5.0,188.0,1.0,1.0,3.0,1.0,1.0,2.0,98.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076,1.74,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,11.0,1.0,1.0,2.0,2.0,3.857861235254614,3.8329334469226213,0.02492778833199294
0.0,1301.0,0.0,0.0,8939.0,3.0,5.0,189.0,1.0,1.0,3.0,1.0,1.0,1.0,99.0,90.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,1.077,1.0,107.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,16.0,11.0,1.0,1.0,2.0,2.0,3.953365592773909,3.7942535290510504,0.15911206372285847
0.0,1301.0,0.0,0.0,9063.0,3.0,6.0,190.0,1.0,1.0,4.0,1.0,2.0,2.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.965,15.911,4.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,1.0,1.0,2.0,2.0,4.037278041842548,3.7630961221737067,0.2741819196688411
1.0,1301.0,0.0,0.0,9121.0,3.0,6.0,191.0,1.0,1.0,4.0,1.0,2.0,1.0,100.0,91.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.785,1.0,121.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0,11.0,1.0,1.0,2.0,2.0,4.108168547313445,3.741120082790408,0.3670484645230374
1.0,1301.0,0.0,0.0,9144.0,3.0,6.0,192.0,1.0,1.0,4.0,1.0,2.0,2.0,100.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.072,3.528,1.0,107.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,16.0,11.0,1.0,1.0,2.0,2.0,4.1650224078758855,3.7296774051125734,0.4353450027633121
0.0,1301.0,0.0,0.0,9181.0,3.0,6.0,193.0,1.0,1.0,4.0,1.0,2.0,2.0,101.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.125,18.237,2.0,105.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,16.0,11.0,1.0,1.0,2.0,2.0,4.207278045205302,3.729752007016989,0.4775260381883131
1.0,1301.0,0.0,0.0,9244.0,3.0,6.0,194.0,1.0,1.0,4.0,1.0,2.0,2.0,101.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.346,8.608,3.0,111.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,11.0,1.0,1.0,2.0,2.0,4.234850776859803,3.7419038652400936,0.4929469116197094
1.0,1301.0,0.0,0.0,9286.0,3.0,6.0,195.0,1.0,1.0,4.0,1.0,2.0,1.0,101.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.882,6.858,1.0,132.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,16.0,12.0,1.0,1.0,2.0,2.0,4.248130926183556,3.7662289484010776,0.4819019777824787
0.0,1301.0,0.0,0.0,9322.0,3.0,7.0,196.0,1.0,1.0,4.0,2.0,1.0,1.0,102.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.652,5.284,1.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,1.0,1.0,2.0,2.0,4.247979196723513,3.80233032684853,0.445648869874983
0.0,1301.0,0.0,0.0,9346.0,3.0,7.0,197.0,1.0,1.0,4.0,2.0,1.0,1.0,103.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.487,15.647,3.0,117.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,12.0,1.0,1.0,2.0,2.0,4.2356930129952275,3.8493057471947623,0.38638726580046523
0.0,1301.0,0.0,0.0,9375.0,3.0,7.0,198.0,1.0,1.0,4.0,2.0,1.0,2.0,104.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.958,15.843,3.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,12.0,1.0,1.0,2.0,2.0,4.212965065338093,3.905752293527528,0.3072127718105646
0.0,1301.0,0.0,0.0,9414.0,3.0,7.0,199.0,1.0,1.0,4.0,2.0,1.0,1.0,105.0,94.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.859,1.0,109.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,17.0,12.0,1.0,1.0,2.0,2.0,4.181818484479882,3.969789601276334,0.21202888320354774
1.0,1301.0,0.0,0.0,9529.0,3.0,8.0,200.0,1.0,1.0,5.0,2.0,2.0,1.0,105.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.718,4.45,1.0,126.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,12.0,1.0,1.0,2.0,2.0,4.144531082043915,4.039101326479042,0.10542975556487377
0.0,1301.0,0.0,0.0,9549.0,3.0,8.0,201.0,1.0,1.0,5.0,2.0,2.0,1.0,106.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.631,6.643,2.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,12.0,1.0,1.0,2.0,2.0,4.103542758020052,4.110994095935795,-0.007451337915743039
1.0,1301.0,0.0,0.0,9579.0,3.0,8.0,202.0,1.0,1.0,5.0,2.0,2.0,1.0,106.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.044,52.444,9.0,116.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,12.0,1.0,1.0,2.0,2.0,4.061363952344218,4.18247822781281,-0.12111427546859233
0.0,1301.0,0.0,0.0,9634.0,3.0,8.0,203.0,1.0,1.0,5.0,2.0,2.0,1.0,107.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.94,42.683,10.0,127.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,17.0,12.0,1.0,1.0,2.0,2.0,4.020455278966107,4.2503596522462095,-0.22990437328010227
